epoch,batch,batchALL,ALLACC,EmotionACC,EmotionF1Score,ActACC,ActF1Score
0,0,0,0.1989,0.0961,0.0695,0.3016,0.2676
0,1,1,0.1989,0.0961,0.0690,0.3016,0.2660
0,2,2,0.1992,0.0961,0.0689,0.3023,0.2661
0,3,3,0.1999,0.0972,0.0696,0.3027,0.2660
0,4,4,0.2003,0.0972,0.0694,0.3033,0.2655
0,5,5,0.2010,0.0972,0.0692,0.3049,0.2661
0,6,6,0.2021,0.0983,0.0693,0.3059,0.2658
0,7,7,0.2036,0.1006,0.0701,0.3066,0.2656
0,8,8,0.2042,0.1017,0.0705,0.3067,0.2644
0,9,9,0.2055,0.1039,0.0711,0.3071,0.2643
0,10,10,0.2073,0.1073,0.0720,0.3073,0.2623
0,11,11,0.2087,0.1095,0.0723,0.3079,0.2617
0,12,12,0.2105,0.1117,0.0727,0.3093,0.2625
0,13,13,0.2101,0.1106,0.0679,0.3096,0.2625
0,14,14,0.2163,0.1229,0.0722,0.3097,0.2633
0,15,15,0.2172,0.1251,0.0714,0.3092,0.2631
0,16,16,0.2155,0.1218,0.0669,0.3092,0.2638
0,17,17,0.2159,0.1240,0.0662,0.3079,0.2629
0,18,18,0.2200,0.1330,0.0696,0.3071,0.2625
0,19,19,0.2239,0.1408,0.0711,0.3071,0.2623
0,20,20,0.2266,0.1475,0.0712,0.3058,0.2616
0,21,21,0.2316,0.1575,0.0740,0.3057,0.2616
0,22,22,0.2355,0.1665,0.0749,0.3046,0.2609
0,23,23,0.2447,0.1855,0.0775,0.3038,0.2604
0,24,24,0.2504,0.1978,0.0799,0.3031,0.2600
0,25,25,0.2675,0.2313,0.0891,0.3037,0.2606
0,26,26,0.2771,0.2514,0.0916,0.3028,0.2598
0,27,27,0.2859,0.2704,0.0945,0.3014,0.2583
0,28,28,0.3007,0.2994,0.1012,0.3019,0.2585
0,29,29,0.3112,0.3218,0.1081,0.3006,0.2575
0,30,30,0.3205,0.3408,0.1124,0.3002,0.2575
0,31,31,0.3270,0.3542,0.1153,0.2998,0.2573
0,32,32,0.3313,0.3631,0.1172,0.2994,0.2569
0,33,33,0.3380,0.3765,0.1199,0.2994,0.2569
0,34,34,0.3437,0.3877,0.1199,0.2997,0.2570
0,35,35,0.3481,0.3966,0.1243,0.2995,0.2572
0,36,36,0.3505,0.4034,0.1230,0.2977,0.2556
0,37,37,0.3546,0.4134,0.1248,0.2958,0.2544
0,38,38,0.3565,0.4190,0.1256,0.2940,0.2536
0,39,39,0.3614,0.4291,0.1273,0.2937,0.2538
0,40,40,0.3647,0.4358,0.1286,0.2936,0.2534
0,41,41,0.3686,0.4402,0.1294,0.2969,0.2547
0,42,42,0.3752,0.4514,0.1370,0.2990,0.2555
0,43,43,0.3783,0.4570,0.1379,0.2997,0.2547
0,44,44,0.3822,0.4615,0.1385,0.3029,0.2564
0,45,45,0.3826,0.4615,0.1369,0.3038,0.2567
0,46,46,0.3848,0.4648,0.1376,0.3049,0.2572
0,47,47,0.3863,0.4659,0.1362,0.3067,0.2580
0,48,48,0.3888,0.4704,0.1393,0.3072,0.2579
0,49,49,0.3912,0.4749,0.1415,0.3076,0.2580
0,50,50,0.3930,0.4782,0.1421,0.3079,0.2577
0,55,55,0.4010,0.4961,0.1411,0.3059,0.2567
0,60,60,0.4045,0.5061,0.1427,0.3028,0.2546
0,65,65,0.4055,0.5106,0.1450,0.3005,0.2533
0,70,70,0.4109,0.5162,0.1489,0.3057,0.2570
0,75,75,0.4164,0.5229,0.1567,0.3099,0.2580
0,80,80,0.4236,0.5341,0.1642,0.3132,0.2599
0,85,85,0.4243,0.5397,0.1635,0.3090,0.2581
0,90,90,0.4242,0.5441,0.1642,0.3044,0.2553
0,95,95,0.4336,0.5587,0.1665,0.3085,0.2580
0,100,100,0.4367,0.5665,0.1646,0.3070,0.2569
0,105,105,0.4388,0.5754,0.1722,0.3023,0.2529
0,110,110,0.4427,0.5810,0.1730,0.3044,0.2550
0,115,115,0.4491,0.5899,0.1764,0.3083,0.2576
0,120,120,0.4555,0.6045,0.1753,0.3066,0.2562
0,125,125,0.4591,0.6112,0.1679,0.3070,0.2558
0,130,130,0.4629,0.6201,0.1687,0.3058,0.2545
0,135,135,0.4637,0.6246,0.1683,0.3028,0.2534
0,140,140,0.4642,0.6268,0.1656,0.3016,0.2524
0,145,145,0.4665,0.6335,0.1688,0.2995,0.2506
0,150,150,0.4689,0.6380,0.1694,0.2998,0.2512
0,155,155,0.4721,0.6447,0.1703,0.2994,0.2508
0,160,160,0.4738,0.6480,0.1705,0.2995,0.2505
0,165,165,0.4754,0.6503,0.1730,0.3005,0.2516
0,170,170,0.4745,0.6503,0.1742,0.2988,0.2506
0,175,175,0.4738,0.6492,0.1741,0.2984,0.2494
0,180,180,0.4728,0.6480,0.1724,0.2976,0.2488
0,185,185,0.4728,0.6514,0.1727,0.2942,0.2446
0,190,190,0.4722,0.6514,0.1703,0.2930,0.2430
0,195,195,0.4739,0.6514,0.1702,0.2964,0.2467
0,200,200,0.4731,0.6525,0.1702,0.2937,0.2432
0,300,300,0.4710,0.6514,0.1706,0.2906,0.2385
0,400,400,0.4711,0.6514,0.1706,0.2907,0.2386
0,500,500,0.4711,0.6514,0.1706,0.2907,0.2386
0,600,600,0.4711,0.6514,0.1706,0.2907,0.2386
0,700,700,0.4711,0.6514,0.1706,0.2907,0.2386
0,800,800,0.4711,0.6514,0.1706,0.2907,0.2386
0,900,900,0.4711,0.6514,0.1706,0.2907,0.2386
0,1000,1000,0.4711,0.6514,0.1706,0.2907,0.2386
0,1100,1100,0.4711,0.6514,0.1706,0.2907,0.2386
0,1200,1200,0.4711,0.6514,0.1706,0.2907,0.2386
0,1300,1300,0.4711,0.6514,0.1706,0.2907,0.2386
