epoch,batch,batchALL,ALLACC,EmotionACC,EmotionF1Score,ActACC,ActF1Score
0,0,0,0.1914,0.1251,0.0891,0.2577,0.2007
0,1,1,0.2003,0.1408,0.1015,0.2599,0.2032
0,2,2,0.2113,0.1620,0.1022,0.2607,0.2028
0,3,3,0.2279,0.1933,0.1147,0.2625,0.2062
0,4,4,0.2429,0.2223,0.1252,0.2634,0.2054
0,5,5,0.2511,0.2391,0.1282,0.2632,0.2047
0,6,6,0.2547,0.2469,0.1301,0.2624,0.2042
0,7,7,0.2743,0.2838,0.1407,0.2647,0.2038
0,8,8,0.2809,0.2961,0.1410,0.2656,0.2050
0,9,9,0.2884,0.3095,0.1479,0.2673,0.2071
0,10,10,0.3053,0.3419,0.1548,0.2687,0.2068
0,11,11,0.3193,0.3687,0.1570,0.2698,0.2071
0,12,12,0.3279,0.3810,0.1634,0.2749,0.2100
0,13,13,0.3363,0.3944,0.1623,0.2781,0.2123
0,14,14,0.3414,0.4045,0.1659,0.2782,0.2128
0,15,15,0.3456,0.4089,0.1609,0.2823,0.2145
0,16,16,0.3562,0.4302,0.1704,0.2823,0.2140
0,17,17,0.3657,0.4447,0.1673,0.2867,0.2159
0,18,18,0.3667,0.4447,0.1656,0.2886,0.2165
0,19,19,0.3810,0.4682,0.1708,0.2938,0.2197
0,20,20,0.3847,0.4715,0.1646,0.2979,0.2218
0,21,21,0.3901,0.4838,0.1754,0.2964,0.2199
0,22,22,0.3969,0.4950,0.1707,0.2989,0.2210
0,23,23,0.3927,0.4838,0.1665,0.3016,0.2223
0,24,24,0.4021,0.4972,0.1718,0.3071,0.2284
0,25,25,0.4075,0.5061,0.1700,0.3089,0.2263
0,26,26,0.4094,0.5073,0.1703,0.3116,0.2287
0,27,27,0.4152,0.5184,0.1721,0.3120,0.2287
0,28,28,0.4108,0.5095,0.1645,0.3122,0.2302
0,29,29,0.4097,0.5061,0.1603,0.3132,0.2309
0,30,30,0.4223,0.5263,0.1681,0.3183,0.2380
0,31,31,0.4222,0.5240,0.1700,0.3203,0.2419
0,32,32,0.4316,0.5397,0.1754,0.3236,0.2474
0,33,33,0.4227,0.5229,0.1715,0.3225,0.2502
0,34,34,0.4345,0.5397,0.1773,0.3294,0.2562
0,35,35,0.4368,0.5430,0.1735,0.3306,0.2617
0,36,36,0.4372,0.5385,0.1747,0.3359,0.2697
0,37,37,0.4397,0.5419,0.1789,0.3375,0.2742
0,38,38,0.4423,0.5419,0.1747,0.3427,0.2777
0,39,39,0.4367,0.5330,0.1738,0.3405,0.2798
0,40,40,0.4445,0.5453,0.1818,0.3437,0.2813
0,41,41,0.4416,0.5352,0.1845,0.3480,0.2893
0,42,42,0.4468,0.5441,0.1768,0.3494,0.2884
0,43,43,0.4517,0.5520,0.1768,0.3515,0.2892
0,44,44,0.4551,0.5575,0.1802,0.3526,0.2910
0,45,45,0.4542,0.5575,0.1795,0.3509,0.2901
0,46,46,0.4607,0.5698,0.1899,0.3515,0.2899
0,47,47,0.4620,0.5709,0.1878,0.3531,0.2892
0,48,48,0.4564,0.5587,0.1825,0.3541,0.2912
0,49,49,0.4549,0.5587,0.1852,0.3511,0.2885
0,50,50,0.4585,0.5609,0.2003,0.3561,0.2940
0,55,55,0.4702,0.5810,0.1869,0.3593,0.2888
