epoch,batch,batchALL,ALLACC,EmotionACC,EmotionF1Score,ActACC,ActF1Score
0,0,0,0.1963,0.0726,0.0570,0.3199,0.2539
0,1,1,0.2029,0.0793,0.0671,0.3264,0.2565
0,2,2,0.2022,0.0760,0.0624,0.3284,0.2548
0,3,3,0.2048,0.0816,0.0654,0.3281,0.2528
0,4,4,0.2039,0.0760,0.0569,0.3319,0.2525
0,5,5,0.2084,0.0804,0.0627,0.3363,0.2540
0,6,6,0.2062,0.0771,0.0600,0.3353,0.2496
0,7,7,0.2083,0.0771,0.0585,0.3396,0.2512
0,8,8,0.2072,0.0726,0.0525,0.3418,0.2506
0,9,9,0.2055,0.0726,0.0557,0.3384,0.2454
0,10,10,0.2097,0.0726,0.0545,0.3467,0.2458
0,11,11,0.2074,0.0659,0.0511,0.3489,0.2391
0,12,12,0.2077,0.0648,0.0503,0.3506,0.2354
0,13,13,0.2081,0.0659,0.0507,0.3504,0.2304
0,14,14,0.2094,0.0648,0.0488,0.3540,0.2315
0,15,15,0.2122,0.0715,0.0555,0.3530,0.2294
0,16,16,0.2157,0.0771,0.0574,0.3543,0.2290
0,17,17,0.2164,0.0749,0.0545,0.3579,0.2303
0,18,18,0.2195,0.0804,0.0570,0.3585,0.2278
0,19,19,0.2226,0.0849,0.0593,0.3602,0.2293
0,20,20,0.2290,0.0972,0.0654,0.3608,0.2301
0,21,21,0.2347,0.1061,0.0716,0.3632,0.2307
0,22,22,0.2446,0.1251,0.0755,0.3640,0.2308
0,23,23,0.2586,0.1520,0.0870,0.3653,0.2299
0,24,24,0.2806,0.1944,0.1023,0.3669,0.2320
0,25,25,0.2973,0.2246,0.1120,0.3700,0.2330
0,26,26,0.3132,0.2547,0.1210,0.3717,0.2370
0,27,27,0.3301,0.2860,0.1306,0.3741,0.2384
0,28,28,0.3424,0.3084,0.1320,0.3765,0.2393
0,29,29,0.3439,0.3106,0.1265,0.3771,0.2417
0,30,30,0.3584,0.3374,0.1322,0.3795,0.2401
0,31,31,0.3632,0.3475,0.1280,0.3788,0.2361
0,32,32,0.3769,0.3698,0.1312,0.3840,0.2429
0,33,33,0.3757,0.3665,0.1260,0.3849,0.2407
0,34,34,0.3832,0.3832,0.1314,0.3832,0.2428
0,35,35,0.3927,0.3989,0.1323,0.3865,0.2425
0,36,36,0.4005,0.4134,0.1344,0.3875,0.2429
