epoch,batch,batchALL,ALLACC,EmotionACC,EmotionF1Score,ActACC,ActF1Score
0,0,0,0.2901,0.3665,0.1468,0.2138,0.2143
0,1,1,0.2945,0.3777,0.1498,0.2114,0.2123
0,2,2,0.2980,0.3810,0.1501,0.2151,0.2163
0,3,3,0.3050,0.3911,0.1469,0.2188,0.2202
0,4,4,0.3063,0.3933,0.1507,0.2192,0.2205
0,5,5,0.3203,0.4168,0.1527,0.2239,0.2258
0,6,6,0.3163,0.4078,0.1400,0.2248,0.2262
0,7,7,0.3268,0.4257,0.1533,0.2279,0.2294
0,8,8,0.3233,0.4179,0.1405,0.2287,0.2300
0,9,9,0.3304,0.4302,0.1539,0.2307,0.2315
0,10,10,0.3493,0.4603,0.1500,0.2383,0.2385
0,11,11,0.3554,0.4659,0.1467,0.2448,0.2443
0,12,12,0.3693,0.4872,0.1567,0.2515,0.2496
0,13,13,0.3779,0.5017,0.1592,0.2541,0.2506
0,14,14,0.3822,0.5061,0.1497,0.2582,0.2541
0,15,15,0.3916,0.5173,0.1616,0.2659,0.2600
0,16,16,0.3896,0.5084,0.1495,0.2708,0.2640
0,17,17,0.4008,0.5263,0.1499,0.2754,0.2672
0,18,18,0.4065,0.5330,0.1500,0.2801,0.2709
0,19,19,0.4124,0.5374,0.1539,0.2873,0.2747
0,20,20,0.4125,0.5296,0.1476,0.2954,0.2795
0,21,21,0.4249,0.5453,0.1583,0.3045,0.2829
0,22,22,0.4205,0.5341,0.1515,0.3070,0.2798
0,23,23,0.4316,0.5453,0.1624,0.3179,0.2841
0,24,24,0.4286,0.5374,0.1487,0.3197,0.2825
0,25,25,0.4371,0.5508,0.1537,0.3235,0.2820
0,26,26,0.4418,0.5542,0.1518,0.3294,0.2829
0,27,27,0.4462,0.5587,0.1491,0.3337,0.2837
0,28,28,0.4440,0.5531,0.1499,0.3350,0.2833
0,29,29,0.4437,0.5508,0.1493,0.3366,0.2809
0,30,30,0.4509,0.5620,0.1514,0.3398,0.2822
0,31,31,0.4491,0.5575,0.1466,0.3406,0.2815
0,32,32,0.4522,0.5609,0.1457,0.3435,0.2825
0,33,33,0.4570,0.5676,0.1483,0.3463,0.2814
0,34,34,0.4537,0.5620,0.1493,0.3453,0.2818
0,35,35,0.4555,0.5642,0.1505,0.3467,0.2803
0,36,36,0.4596,0.5687,0.1499,0.3505,0.2819
0,37,37,0.4580,0.5665,0.1511,0.3496,0.2805
0,38,38,0.4661,0.5821,0.1636,0.3501,0.2780
0,39,39,0.4611,0.5721,0.1562,0.3502,0.2781
0,40,40,0.4574,0.5642,0.1516,0.3505,0.2769
0,41,41,0.4583,0.5642,0.1521,0.3524,0.2778
0,42,42,0.4621,0.5709,0.1516,0.3533,0.2763
0,43,43,0.4641,0.5754,0.1537,0.3528,0.2753
0,44,44,0.4657,0.5777,0.1554,0.3537,0.2745
0,45,45,0.4665,0.5777,0.1551,0.3553,0.2758
0,46,46,0.4606,0.5665,0.1502,0.3548,0.2754
0,47,47,0.4672,0.5765,0.1539,0.3578,0.2759
0,48,48,0.4682,0.5799,0.1571,0.3565,0.2758
0,49,49,0.4682,0.5799,0.1567,0.3566,0.2742
0,50,50,0.4735,0.5877,0.1567,0.3593,0.2762
0,55,55,0.4808,0.6000,0.1613,0.3615,0.2753
0,60,60,0.4881,0.6145,0.1653,0.3617,0.2750
0,65,65,0.4912,0.6190,0.1674,0.3634,0.2736
0,70,70,0.4928,0.6223,0.1763,0.3632,0.2731
0,75,75,0.4985,0.6302,0.1822,0.3669,0.2723
0,80,80,0.4980,0.6279,0.1796,0.3680,0.2697
0,85,85,0.4953,0.6279,0.1843,0.3627,0.2668
0,90,90,0.4925,0.6223,0.1798,0.3626,0.2632
0,95,95,0.4942,0.6212,0.1782,0.3673,0.2662
0,100,100,0.4943,0.6212,0.1842,0.3674,0.2633
0,105,105,0.4997,0.6324,0.1801,0.3670,0.2648
0,110,110,0.4975,0.6257,0.1823,0.3693,0.2664
0,115,115,0.5004,0.6335,0.1767,0.3673,0.2668
0,120,120,0.5028,0.6380,0.1788,0.3675,0.2650
0,125,125,0.5069,0.6447,0.1769,0.3691,0.2652
0,130,130,0.5090,0.6503,0.1803,0.3676,0.2632
0,135,135,0.5098,0.6514,0.1792,0.3683,0.2634
0,140,140,0.5084,0.6503,0.1814,0.3665,0.2626
0,145,145,0.5102,0.6525,0.1817,0.3679,0.2625
0,150,150,0.5102,0.6514,0.1771,0.3691,0.2641
0,155,155,0.5068,0.6469,0.1743,0.3666,0.2622
0,160,160,0.5061,0.6436,0.1758,0.3687,0.2635
0,165,165,0.5100,0.6514,0.1712,0.3687,0.2640
0,170,170,0.5120,0.6559,0.1743,0.3682,0.2619
0,175,175,0.5099,0.6547,0.1725,0.3650,0.2600
0,180,180,0.5090,0.6503,0.1716,0.3676,0.2629
0,185,185,0.5095,0.6503,0.1729,0.3688,0.2650
0,190,190,0.5135,0.6581,0.1791,0.3688,0.2631
0,195,195,0.5114,0.6536,0.1822,0.3692,0.2621
0,200,200,0.5128,0.6559,0.1822,0.3697,0.2631
0,300,300,0.5164,0.6603,0.1932,0.3724,0.2616
0,400,400,0.5162,0.6603,0.1908,0.3721,0.2608
0,500,500,0.5145,0.6570,0.1898,0.3719,0.2611
0,600,600,0.5145,0.6547,0.1882,0.3743,0.2647
0,700,700,0.5164,0.6592,0.1910,0.3736,0.2626
0,800,800,0.5161,0.6581,0.1891,0.3741,0.2626
0,900,900,0.5127,0.6536,0.1890,0.3717,0.2628
0,1000,1000,0.5141,0.6570,0.1885,0.3713,0.2621
0,1100,1100,0.5160,0.6592,0.1906,0.3728,0.2626
0,1200,1200,0.5164,0.6592,0.1893,0.3735,0.2622
0,1300,1300,0.5159,0.6581,0.1900,0.3737,0.2639
